h_event_count_lo,h_event_count_hi,h_event_count_char_mean,h_event_count_char_std,h_event_count_char_sem,h_event_count_char_nEns,h_event_count_char_rvplan_mean,h_event_count_char_rvplan_std,h_event_count_char_rvplan_sem,h_event_count_char_rvplan_nEns,h_event_count_det_mean,h_event_count_det_std,h_event_count_det_sem,h_event_count_det_nEns,h_event_count_det_rvplan_mean,h_event_count_det_rvplan_std,h_event_count_det_rvplan_sem,h_event_count_det_rvplan_nEns,h_event_count_detp_mean,h_event_count_detp_std,h_event_count_detp_sem,h_event_count_detp_nEns,h_event_count_slew_mean,h_event_count_slew_std,h_event_count_slew_sem,h_event_count_slew_nEns
461,462,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
462,463,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
463,464,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
464,465,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
465,466,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
466,467,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
467,468,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
468,469,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
469,470,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
470,471,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
471,472,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
472,473,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
473,474,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
474,475,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
475,476,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
476,477,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
477,478,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
478,479,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
479,480,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
480,481,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
481,482,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
482,483,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
483,484,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
484,485,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
485,486,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
486,487,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
487,488,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
488,489,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
489,490,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
490,491,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
491,492,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
492,493,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
493,494,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
494,495,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
495,496,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
496,497,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
497,498,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
498,499,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
499,500,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
500,501,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
501,502,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
502,503,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
503,504,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
504,505,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
505,506,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
506,507,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
507,508,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
508,509,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
509,510,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
510,511,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
511,512,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
512,513,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
513,514,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
514,515,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
515,516,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
516,517,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
517,518,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
518,519,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
519,520,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
520,521,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
521,522,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
522,523,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
523,524,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
524,525,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
525,526,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
526,527,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
527,528,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
528,529,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
529,530,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
530,531,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
531,532,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
532,533,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
533,534,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
534,535,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
535,536,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
536,537,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
537,538,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
538,539,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
539,540,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
540,541,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
541,542,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
542,543,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
543,544,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
544,545,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
545,546,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
546,547,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
547,548,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
548,549,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
549,550,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
550,551,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
551,552,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
552,553,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
553,554,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
554,555,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
555,556,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
556,557,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
557,558,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
558,559,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
559,560,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
560,561,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
561,562,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
562,563,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
563,564,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
564,565,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
565,566,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
566,567,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
567,568,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
568,569,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
569,570,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
570,571,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
571,572,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
572,573,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
573,574,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
574,575,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
575,576,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
576,577,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
577,578,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
578,579,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
579,580,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
580,581,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
581,582,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
582,583,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
583,584,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
584,585,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
585,586,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
586,587,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
587,588,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
588,589,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
589,590,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
590,591,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
591,592,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
592,593,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
593,594,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
594,595,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
595,596,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
596,597,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
597,598,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
598,599,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
599,600,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
600,601,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
601,602,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
602,603,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
603,604,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
604,605,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
605,606,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
606,607,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
607,608,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
608,609,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
609,610,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
610,611,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
611,612,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
612,613,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
613,614,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
614,615,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
615,616,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100,0.0,0.0,0.0,100
